Placement,Product
Honest John- All Other Models- MPU - honestjohn_othermodels_300x250_anm2_MPU,Honest John Keyword Targeting
Auto Trader - In-Search Bespoke Native Mobile UPWEIGHT INMARKET MX5 - AUTO TRADER DIGITAL_In-Search_Bespoke Native_Mobile_AudienceMX5 - Click Tracker,Auto Trader In Search
Auto Car - CX-5 Keywords - Auto Car_CX-5 Keywords_300x250_Cross Platform_Desktop_Audience-CX-3CX-5,Auto Car Keyword Targeting MPU
Auto Car - Mazda 2 Keywords - Auto Car_Mazda 2 Keywords_300x250_Cross Platform_Desktop_Audience-ANM2,Auto Car Keyword Targeting MPU
Car Buyer - Mazda 2 Keywords - CarBuyer_CX-3 Keywords_300x250_Cross Platform_Desktop_Audience-CX-3CX-5,Car Buyer Keyword Targeting
Car Buyer - Mazda 2 Keywords - CarBuyer_MX-5 Keywords_300x250_Cross Platform_Desktop_Audience-MX-5,Car Buyer Keyword Targeting
Car Buyer - Mazda 2 Keywords - CarBuyer_Mazda 2 Keywords_300x250_Cross Platform_Desktop_Audience-ANM2,Car Buyer Keyword Targeting
Car Buyer - Mazda 2 Keywords - CarBuyer_Mazda 3 Keywords_300x250_Cross Platform_Desktop_Audience-Mazda3,Car Buyer Keyword Targeting
Car Buyer - Mazda 2 Keywords - CarBuyer_Mazda 6 Keywords_300x250_Cross Platform_Desktop_Audience-Mazda6,Car Buyer Keyword Targeting
Motoringcouk - Mazda Keyword Tenancy - Motoringcouk_Mazda Keyword Tenancy - Mazda 2_300x250_Cross Platform_Desktop_Audience-ANM2,Motoring Keyword Targeting
Parkers - Mazda 2 Keywords - Parkers_Mazda 2 Keywords_300x250_Cross Platform_Desktop_Audience-ANM2,Parkers MPU
Parkers - Mazda 6 Keywords - Parkers_Mazda 6 Keywords_300x250_Cross Platform_Desktop_Audience-Mazda6,Parkers MPU
What Car - CX-5 Keywords Mobile Banner - WHAT CAR_CX-5 Keywords_Mobile Floating Banner_320x50_Mobile__Site SpecificCX3CX5,WhatCar Keyword Targeting Mobile Banner
What Car - MX-5 Keywords - WhatCar_MX-5 Keywords_300x250_Cross Platform_Desktop_Audience-MX-5,WhatCar Keyword Targeting MPU
What Car - Mazda 3 Keywords - WhatCar_Mazda 3 Keywords_300x250_Cross Platform_Desktop_Audience-Mazda3,WhatCar Keyword Targeting MPU
What Car - Mazda 3 Keywords Mobile - WHAT CAR_Mazda 3 Keywords_Mobile Floating Banner_320x50_Mobile__Site SpecificMazda3_Mobile XXL,WhatCar Keyword Targeting Mobile Banner
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda 2_Desktop_Prospecting_FAST_120x600_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda 2_Desktop_Prospecting_FAST_160x600_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda 2_Desktop_Prospecting_FAST_300x250_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda 2_Desktop_Prospecting_FAST_728x90_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda 2_Mobile / Tablet_Prospecting_FAST_300x250_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda 3_Desktop_Prospecting_FAST_120x600_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda 3_Desktop_Prospecting_FAST_160x600_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda 3_Desktop_Prospecting_FAST_300x250_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda 3_Desktop_Prospecting_FAST_468x60_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda 3_Desktop_Prospecting_FAST_728x90_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda 3_Mobile / Tablet_Prospecting_FAST_300x250_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda CX-3 & CX-5 Dual Message_Desktop_Prospecting_FAST_120x600_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda CX-3 & CX-5 Dual Message_Desktop_Prospecting_FAST_160x600_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda CX-3 & CX-5 Dual Message_Desktop_Prospecting_FAST_300x250_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda CX-3 & CX-5 Dual Message_Desktop_Prospecting_FAST_468x60_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda CX-3 & CX-5 Dual Message_Desktop_Prospecting_FAST_728x90_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda CX-3_Desktop_Prospecting_FAST_120x600_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda CX-3_Desktop_Prospecting_FAST_160x600_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda CX-3_Desktop_Prospecting_FAST_300x250_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda CX-3_Desktop_Prospecting_FAST_468x60_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda CX-3_Desktop_Prospecting_FAST_728x90_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda CX-3_Mobile / Tablet_Prospecting_FAST_300x250_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda CX-5_Desktop_Prospecting_FAST_120x600_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda CX-5_Desktop_Prospecting_FAST_160x600_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda CX-5_Desktop_Prospecting_FAST_300x250_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda CX-5_Desktop_Prospecting_FAST_728x90_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda CX-5_Mobile / Tablet_Prospecting_FAST_300x250_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda CX-6_Desktop_Prospecting_FAST_120x600_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda CX-6_Desktop_Prospecting_FAST_160x600_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda CX-6_Desktop_Prospecting_FAST_300x250_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda CX-6_Desktop_Prospecting_FAST_728x90_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda CX-6_Mobile / Tablet_Prospecting_FAST_300x250_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda MX-5_Desktop_Prospecting_FAST_120x600_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda MX-5_Desktop_Prospecting_FAST_160x600_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda MX-5_Desktop_Prospecting_FAST_300x250_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda MX-5_Desktop_Prospecting_FAST_468x60_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda MX-5_Desktop_Prospecting_FAST_728x90_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda MX-5_Mobile / Tablet_Prospecting_FAST_300x250_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda 2_Desktop_Prospecting_FAST_120x600_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda 2_Desktop_Prospecting_FAST_160x600_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda 2_Desktop_Prospecting_FAST_300x250_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda 2_Desktop_Prospecting_FAST_468x60_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda 2_Desktop_Prospecting_FAST_728x90_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda 2_Mobile / Tablet_Prospecting_FAST_300x250_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda 3_Desktop_Prospecting_FAST_120x600_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda 3_Desktop_Prospecting_FAST_160x600_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda 3_Desktop_Prospecting_FAST_300x250_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda 3_Desktop_Prospecting_FAST_468x60_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda 3_Desktop_Prospecting_FAST_728x90_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda 3_Mobile / Tablet_Prospecting_FAST_300x250_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda CX-3 & CX-5 Dual Message_Desktop_Prospecting_FAST_120x600_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda CX-3 & CX-5 Dual Message_Desktop_Prospecting_FAST_160x600_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda CX-3 & CX-5 Dual Message_Desktop_Prospecting_FAST_300x250_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda CX-3 & CX-5 Dual Message_Desktop_Prospecting_FAST_468x60_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda CX-3 & CX-5 Dual Message_Desktop_Prospecting_FAST_728x90_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda CX-3_Desktop_Prospecting_FAST_120x600_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda CX-3_Desktop_Prospecting_FAST_160x600_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda CX-3_Desktop_Prospecting_FAST_300x250_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda CX-3_Desktop_Prospecting_FAST_728x90_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda CX-3_Mobile / Tablet_Prospecting_FAST_300x250_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda CX-5_Desktop_Prospecting_FAST_120x600_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda CX-5_Desktop_Prospecting_FAST_160x600_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda CX-5_Desktop_Prospecting_FAST_300x250_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda CX-5_Desktop_Prospecting_FAST_728x90_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda CX-5_Mobile / Tablet_Prospecting_FAST_300x250_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda CX-6_Desktop_Prospecting_FAST_120x600_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda CX-6_Desktop_Prospecting_FAST_160x600_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda CX-6_Desktop_Prospecting_FAST_300x250_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda CX-6_Desktop_Prospecting_FAST_468x60_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda CX-6_Desktop_Prospecting_FAST_728x90_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda CX-6_Mobile / Tablet_Prospecting_FAST_300x250_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda MX-5_Desktop_Prospecting_FAST_120x600_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda MX-5_Desktop_Prospecting_FAST_160x600_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda MX-5_Desktop_Prospecting_FAST_300x250_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda MX-5_Desktop_Prospecting_FAST_728x90_Set 2_2017,Captify Prospecting
Mazda UK_In Market_Xaxis_Captify_Mazda Model Keywords_Mazda MX-5_Mobile / Tablet_Prospecting_FAST_300x250_Set 2_2017,Captify Prospecting
Auto Express - All Other Models (AV) - Auto Express_All other Mazda models (AV)_300x250_Cross Platform_Desktop_Audience-ANM2,Auto Express Keyword Targeting
Auto Express - CX-3 Keywords - Auto Express_CX-3 Keywords_300x250_Cross Platform_Desktop_Audience-CX-3CX-5,Auto Express Keyword Targeting
Auto Express - CX-5 Keywords - Auto Express_CX-5 Keywords_300x250_Cross Platform_Desktop_Audience-CX-3CX-5,Auto Express Keyword Targeting
Auto Express - MX-5 Keywords - Auto Express_MX-5 Keywords_300x250_Cross Platform_Desktop_Audience-MX-5,Auto Express Keyword Targeting
Auto Express - Mazda 2 Keywords - Auto Express_Mazda 2 Keywords_300x250_Cross Platform_Desktop_Audience-ANM2,Auto Express Keyword Targeting
Auto Express - Mazda 3 Keywords - Auto Express_Mazda 3 Keywords_300x250_Cross Platform_Desktop_Audience-Mazda3,Auto Express Keyword Targeting
Auto Express - Mazda 6 Keywords - Auto Express_Mazda 6 Keywords_300x250_Cross Platform_Desktop_Audience-Mazda6,Auto Express Keyword Targeting
Honest John - Mazda 6 Keywords - Honest John_Mazda 6 Keywords_300x250_Cross Platform_Desktop_Audience-Mazda6,Honest John Keyword Targeting
Auto Car - MX-5 Keywords - Auto Car_MX-5 Keywords_300x250_Cross Platform_Desktop_Audience-MX-5,Auto Car Keyword Targeting MPU
Auto Car - MX-5 Keywords Mobile Banner - AUTOCAR_MX-5 Keywords_Mobile Floating Banner_320x50_Mobile__Site SpecificMX5_Mobile XXL,Auto Car Keyword Targeting Mobile Banner
Auto Car - Mazda 3 Keywords - Auto Car_Mazda 3 Keywords_300x250_Cross Platform_Desktop_Audience-Mazda3,Auto Car Keyword Targeting MPU
Auto Car - Mazda 6 Keywords - Auto Car_Mazda 6 Keywords_300x250_Cross Platform_Desktop_Audience-Mazda6,Auto Car Keyword Targeting MPU
Parkers - CX-5 Keywords - Parkers_CX-5 Keywords_300x250_Cross Platform_Desktop_Audience-CX-3CX-5,Parkers MPU
Parkers - MX-5 Keywords - Parkers_MX-5 Keywords_300x250_Cross Platform_Desktop_Audience-MX-5,Parkers MPU
What Car - Mazda 2 Keywords - WhatCar_Mazda 2 Keywords_300x250_Cross Platform_Desktop_Audience-ANM2,WhatCar Keyword Targeting MPU
What Car - Mazda 6 Keywords - WhatCar_Mazda 6 Keywords_300x250_Cross Platform_Desktop_Audience-Mazda6,WhatCar Keyword Targeting MPU
Mazda UK_In Market_Xaxis_Captify_Mazda Brand Keywords_Mazda CX-5_Desktop_Prospecting_FAST_468x60_Set 2_2017,Captify Prospecting
Honest John - Mazda 2 Keywords - Honest John_Mazda 2 Keywords_300x250_Cross Platform_Desktop_Audience-ANM2,Honest John Keyword Targeting
Auto Car - Mazda 3 Keywords Mobile Banner - AUTOCAR_Mazda 3 Keywords_Mobile Floating Banner_320x50_Mobile__Site SpecificMazda3_Mobile XXL,Auto Car Keyword Targeting Mobile Banner
What Car - CX-5 Keywords - WhatCar_CX-5 Keywords_300x250_Cross Platform_Desktop_Audience-CX-3CX-5,WhatCar Keyword Targeting MPU
What Car - Mazda 2 Keywords Mobile Banner - WHAT CAR_Mazda 2 Keywords_Mobile Floating Banner_320x50_Mobile__Site SpecificMazda2,WhatCar Keyword Targeting Mobile Banner
Parkers - Mazda 3 Keywords - Parkers_Mazda 3 Keywords_300x250_Cross Platform_Desktop_Audience-Mazda3,Parkers MPU
Auto Car - CX-5 Keywords Mobile Banner - AUTOCAR_CX-5 Keywords_Mobile Floating Banner_320x50_Mobile__Site SpecificCX3CX5,Auto Car Keyword Targeting Mobile Banner
Auto Car - Mazda 6 Keywords Mobile Banner - AUTOCAR_Mazda 6 Keywords_Mobile Floating Banner_320x50_Mobile__Site SpecificMazda6_Mobile XXL,Auto Car Keyword Targeting Mobile Banner
Car Buyer - Mazda 2 Keywords - CarBuyer_All other Mazda models_300x250_Cross Platform_Desktop_Audience-ANM2,Car Buyer Keyword Targeting
What Car - MX-5 Keywords Mobile Banner - WHAT CAR_MX-5 Keywords_Mobile Floating Banner_320x50_Mobile__Site SpecificMX5,WhatCar Keyword Targeting Mobile Banner
Motoringcouk - Mazda Keyword Tenancy - Motoringcouk_Mazda Keyword Tenancy - CX-3CX-5_300x250_Cross Platform_Desktop_Audience-MX-5,Motoring Keyword Targeting
Honest John - Mazda 3 Keywords - Honest John_Mazda 3 Keywords_300x250_Cross Platform_Desktop_Audience-Mazda3,Honest John Keyword Targeting
What Car - CX-3 Keywords - WhatCar_CX-3 Keywords_300x250_Cross Platform_Desktop_Audience-CX-3CX-5,WhatCar Keyword Targeting MPU
PKB0CC_AUTO TRADER DIGITAL_InSearch Mazda 2 Cross Device_1 x 1_Bespoke Native_Site Specific,Auto Trader In Search
PKB0D2_AUTO TRADER DIGITAL_InSearch CX-3 Cross Device_1 x 1_Bespoke Native_Site Specific,Auto Trader In Search
Motoringcouk - Mazda Keyword Tenancy - Motoringcouk_Mazda Keyword Tenancy - Mazda 6_300x250_Cross Platform_Desktop_Audience-Mazda6,Motoring Keyword Targeting
PKKMF2_MOTORING.CO.UK_Mazda2_Added Value_FY152P3InMarket_300 x 250_Cross Platform_Audience,Motoring Added Value
PKKMF4_MOTORING.CO.UK_Mazda3_Added Value_FY152P3InMarket_300 x 250_Cross Platform_Audience,Motoring Added Value
PKKMF5_MOTORING.CO.UK_Mazda6_Added Value_FY152P3InMarket_300 x 250_Cross Platform_Audience,Motoring Added Value
PKKMF6_MOTORING.CO.UK_MX5_Added Value_FY152P3InMarket_300 x 250_Cross Platform_Audience,Motoring Added Value
PKKMF7_MOTORING.CO.UK_SUV_Added Value_FY152P3InMarket_300 x 250_Cross Platform_Audience,Motoring Added Value
Auto Car - All Other Models - Auto Car_All other Mazda models_300x250_Cross Platform_Desktop_Audience-ANM2,Auto Car Keyword Targeting MPU
PKGFM8_PARKERS_SUV_Added Value_FY152P3InMarket_300 x 250_Cross Platform_Audience,Parkers Added Value
Honest John - CX-5 Keywords - Honest John_CX-5 Keywords_300x250_Cross Platform_Desktop_Audience-CX-3CX-5,Honest John Keyword Targeting
DataXu Mazda MX5 default 300x250,DataXu Default
DataXu Mazda MX5 learnmore 300x250,DataXu Learnmore
DataXu Mazda MX5 testdrive 300x250,DataXu Testdrive
Car Buyer - Mazda 2 Keywords - CarBuyer_CX-5 Keywords_300x250_Cross Platform_Desktop_Audience-CX-3CX-5,Car Buyer Keyword Targeting
Motoringcouk - Mazda Keyword Tenancy - Motoringcouk_Mazda Keyword Tenancy - Mazda 3_300x250_Cross Platform_Desktop_Audience-Mazda3,Motoring Keyword Targeting
DataXu Mazda 3 configure 728x90,DataXu Configure
DataXu Mazda 6 configure 300x250,DataXu Configure
DataXu Mazda 6 default 300x250,DataXu Default
DataXu Mazda 6 learnmore 300x250,DataXu Learnmore
DataXu Mazda 6 testdrive 300x250,DataXu Testdrive
PLWZPS_XAXIS_Mazda CX-5 - Site Level Retargeting_300 x 250_Desktop_RON,Xaxis Retargeting
PLWZPT_XAXIS_Mazda CX-3 - Site Level Retargeting_300 x 250_Desktop_RON,Xaxis Retargeting
PLWZPV_XAXIS_Mazda MX-5 - Site Level Retargeting_300 x 250_Desktop_RON,Xaxis Retargeting
PLWZPW_XAXIS_Mazda 2 - Site Level Retargeting_300 x 250_Desktop_RON,Xaxis Retargeting
PLWZPX_XAXIS_Mazda 3 - Site Level Retargeting_300 x 250_Desktop_RON,Xaxis Retargeting
PLWZPY_XAXIS_Mazda MX-5 - Site Level Retargeting_160 x 600_Desktop_RON,Xaxis Retargeting
PLWZPZ_XAXIS_Mazda CX-6 - Site Level Retargeting_300 x 250_Desktop_RON,Xaxis Retargeting
PLWZQ0_XAXIS_Mazda CX-5 - Site Level Retargeting_160 x 600_Desktop_RON,Xaxis Retargeting
PLWZQ1_XAXIS_Mazda 3 - Site Level Retargeting_160 x 600_Desktop_RON,Xaxis Retargeting
PLWZQ2_XAXIS_Mazda CX-3 - Site Level Retargeting_160 x 600_Desktop_RON,Xaxis Retargeting
PLWZQ3_XAXIS_Mazda CX-6 - Site Level Retargeting_160 x 600_Desktop_RON,Xaxis Retargeting
PLWZQ4_XAXIS_Mazda 2 - Site Level Retargeting_160 x 600_Desktop_RON,Xaxis Retargeting
PLWZQ5_XAXIS_Mazda CX-5 - Site Level Retargeting_728 x 90_Desktop_RON,Xaxis Retargeting
PLWZQ6_XAXIS_Mazda MX-5 - Site Level Retargeting_728 x 90_Desktop_RON,Xaxis Retargeting
PLWZQ8_XAXIS_Mazda 2 - Site Level Retargeting_728 x 90_Desktop_RON,Xaxis Retargeting
PLWZQ9_XAXIS_Mazda CX-6 - Site Level Retargeting_728 x 90_Desktop_RON,Xaxis Retargeting
PLWZQB_XAXIS_Mazda CX-3 - Site Level Retargeting_728 x 90_Desktop_RON,Xaxis Retargeting
PLWZQC_XAXIS_Mazda 3 - Site Level Retargeting_728 x 90_Desktop_RON,Xaxis Retargeting
PM021H_XAXIS_Mazda 2 - Site Level Retargeting_468 x 60_Desktop_RON,Xaxis Retargeting
PM021J_XAXIS_Mazda 3 - Site Level Retargeting_120 x 600_Desktop_RON,Xaxis Retargeting
PM021K_XAXIS_Mazda 3 - Site Level Retargeting_468 x 60_Desktop_RON,Xaxis Retargeting
PM021R_XAXIS_Mazda CX-3 & CX-5 Dual Message - Site Level Retargeting_120 x 600_Desktop_RON,Xaxis Retargeting
PM021S_XAXIS_Mazda CX-3 & CX-5 Dual Message - Site Level Retargeting_160 x 600_Desktop_RON,Xaxis Retargeting
PM021T_XAXIS_Mazda CX-3 & CX-5 Dual Message - Site Level Retargeting_300 x 250_Desktop_RON,Xaxis Retargeting
PM021Y_XAXIS_Mazda CX-3 & CX-5 Dual Message - Site Level Retargeting_728 x 90_Desktop_RON,Xaxis Retargeting
PM021Z_XAXIS_Mazda CX-3 - Site Level Retargeting_120 x 600_Desktop_RON,Xaxis Retargeting
PM0220_XAXIS_Mazda CX-3 - Site Level Retargeting_468 x 60_Desktop_RON,Xaxis Retargeting
PM0226_XAXIS_Mazda CX-5 - Site Level Retargeting_120 x 600_Desktop_RON,Xaxis Retargeting
PM0228_XAXIS_Mazda CX-5 - Site Level Retargeting_468 x 60_Desktop_RON,Xaxis Retargeting
PM022Z_XAXIS_Mazda CX-6 - Site Level Retargeting_120 x 600_Desktop_RON,Xaxis Retargeting
PM024B_XAXIS_Mazda CX-6 - Site Level Retargeting_468 x 60_Desktop_RON,Xaxis Retargeting
PM024Q_XAXIS_Mazda MX-5 - Site Level Retargeting_120 x 600_Desktop_RON,Xaxis Retargeting
PM024T_XAXIS_Mazda MX-5 - Site Level Retargeting_468 x 60_Desktop_RON,Xaxis Retargeting
PM021F_XAXIS_Mazda 2 - Site Level Retargeting_120 x 600_Desktop_RON,Xaxis Retargeting
PM021W_XAXIS_Mazda CX-3 & CX-5 Dual Message - Site Level Retargeting_468 x 60_Desktop_RON,Xaxis Retargeting
PM45RT_WHAT CAR_Mazda 2_1 x 1_Desktop_Audience,What Car Desktop Audience
PM45S8_WHAT CAR_Cx-3/CX-5_1 x 1_Desktop_Audience,What Car Desktop Audience
PLY7PK_GUMTREE.COM_CX-5 Lifestage Targeting_Audience_300 x 250_Desktop_Audience,Gumtree Lifestyle Targeting
PLY84F_GUMTREE.COM_CX-5 Lifestage Targeting_CompKW_300 x 250_Desktop_Audience,Gumtree Lifestyle Targeting
PLY84L_GUMTREE.COM_CX-5 Lifestage Targeting_Context_300 x 250_Desktop_Audience,Gumtree Lifestyle Targeting
PLY84P_GUMTREE.COM_CX-5 Lifestage Targeting_Context_728 x 90_Desktop_Audience,Gumtree Lifestyle Targeting
PLY84Q_GUMTREE.COM_CX-5 Lifestage Targeting_CompKW_728 x 90_Desktop_Audience,Gumtree Lifestyle Targeting
PLY84S_GUMTREE.COM_CX-5 Lifestage Targeting_Audience_728 x 90_Desktop_Audience,Gumtree Lifestyle Targeting
PLY84Y_GUMTREE.COM_CX-5 Lifestage Targeting_CompKW_160 x 600_Desktop_Audience,Gumtree Lifestyle Targeting
PLY850_GUMTREE.COM_CX-5 Lifestage Targeting_Audience_160 x 600_Desktop_Audience,Gumtree Lifestyle Targeting
PLY851_GUMTREE.COM_CX-5 Lifestage Targeting_Context_160 x 600_Desktop_Audience,Gumtree Lifestyle Targeting
PLY85X_GUMTREE.COM_CX-5 Lifestage Targeting_Audience_300 x 250_Mobile_Audience,Gumtree Lifestyle Targeting
PLY85Z_GUMTREE.COM_CX-5 Lifestage Targeting_Context_300 x 250_Mobile_Audience,Gumtree Lifestyle Targeting
